OG	dmel	dsec	dsim	dyak	dere	dana	dpse	dper	dwil	dmoj	dvir	dgri	agam	bmor	tcas	amel	phum	apis
hOBPs	52	51	53	55	50	50	45	45	62	43	41	46	83	46	49	21	5	18
